"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5948","travel-normal-flow","Desktop - Google Chrome","Fri Jun 06 10:03:57 UTC 2025","passed","Fri Jun 06 10:04:03 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
