"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6766","travel-normal-flow","Desktop - Google Chrome","Tue May 27 05:34:11 UTC 2025","passed","Tue May 27 05:34:18 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
