"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4279","travel-normal-flow","Desktop - Google Chrome","Tue May 27 05:51:18 UTC 2025","passed","Tue May 27 05:51:22 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
