"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3023","travel-normal-flow","Desktop - Google Chrome","Fri Jun 06 09:49:52 UTC 2025","passed","Fri Jun 06 09:49:55 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
