"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13669","travel-normal-flow","Desktop - Google Chrome","Fri Jun 06 10:08:15 UTC 2025","passed","Fri Jun 06 10:08:29 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
